postcode,lat,lng,MSOA11CD
BS1 1AD,51.458457,-2.574165,E02006887
BS1 1BT,51.453546,-2.595635,E02003043
BS1 1BU,51.453654,-2.593938,E02003043
BS1 1DA,51.454791,-2.595004,E02003043
BS1 1DB,51.455176,-2.595467,E02003043
BS1 1DD,51.459757,-2.574944,E02006889
BS1 1DE,51.455277,-2.595167,E02003043
BS1 1DL,51.453646,-2.594138,E02003043
BS1 1DP,51.454904,-2.594327,E02003043
BS1 1DQ,51.452418,-2.593215,E02003043
BS1 1DR,51.455437,-2.593458,E02003043
BS1 1DW,51.454929,-2.594386,E02003043
BS1 1DZ,51.455428,-2.595557,E02003043
BS1 1EA,51.454601,-2.595431,E02003043
BS1 1EB,51.455156,-2.595728,E02003043
BS1 1EE,51.45478,-2.595721,E02003043
BS1 1EH,51.453543,-2.594928,E02003043
BS1 1EL,51.454419,-2.595803,E02003043
BS1 1EQ,51.454258,-2.5954,E02003043
BS1 1HQ,51.454321,-2.593988,E02003043
BS1 1HT,51.454387,-2.594883,E02003043
BS1 1HW,51.453962,-2.593797,E02003043
BS1 1JG,51.454829,-2.593074,E02003043
BS1 1JH,51.454514,-2.593142,E02003043
BS1 1JL,51.45381,-2.595335,E02003043
BS1 1JN,51.454541,-2.593056,E02003043
BS1 1JQ,51.454404,-2.593529,E02003043
BS1 1JR,51.453739,-2.595247,E02003043
BS1 1JS,51.45355,-2.595331,E02003043
BS1 1JW,51.453982,-2.593466,E02003043
BS1 1JX,51.453695,-2.594701,E02003043
BS1 1LA,51.454269,-2.593183,E02003043
BS1 1LJ,51.454197,-2.593182,E02003043
BS1 1LT,51.453541,-2.59493,E02003043
BS1 1NA,51.453546,-2.595635,E02003043
BS1 1NG,51.4532,-2.594796,E02003043
BS1 1NR,51.453213,-2.594377,E02003043
BS1 1NS,51.45328,-2.596697,E02003043
BS1 1PN,51.453251,-2.593917,E02003043
BS1 1QB,51.453327,-2.593184,E02003043
BS1 1QP,51.453499,-2.592841,E02003043
BS1 1QW,51.453536,-2.592712,E02003043
BS1 1QZ,51.453778,-2.59283,E02003043
BS1 1RA,51.453657,-2.59362,E02003043
BS1 1RB,51.453592,-2.594123,E02003043
BS1 1RG,51.453555,-2.594309,E02003043
BS1 1RT,51.453664,-2.59588,E02003043
BS1 1RU,51.45358,-2.596497,E02003043
BS1 1SA,51.453263,-2.59648,E02003043
BS1 1SE,51.453215,-2.595672,E02003043
BS1 1TG,51.453806,-2.59437,E02003043
BS1 1TP,51.453724,-2.594743,E02003043
BS1 1UA,51.453646,-2.593679,E02003043
BS1 1UB,51.4539,-2.593637,E02003043
BS1 1UE,51.453839,-2.592948,E02003043
BS1 1UQ,51.454121,-2.592619,E02003043
BS1 1WH,51.452796,-2.593191,E02003043
BS1 1XA,51.454051,-2.595669,E02003043
BS1 1XH,51.453914,-2.596257,E02003043
BS1 1XR,51.453534,-2.596698,E02003043
BS1 1YA,51.453845,-2.595594,E02003043
BS1 1YH,51.453964,-2.595106,E02003043
BS1 1YL,51.454084,-2.596417,E02003043
BS1 2AA,51.457569,-2.59357,E02003043
BS1 2AF,51.456334,-2.595643,E02003043
BS1 2AG,51.457419,-2.592749,E02003043
BS1 2AL,51.457111,-2.594861,E02003043
BS1 2AN,51.454852,-2.591995,E02003043
BS1 2AR,51.457111,-2.594847,E02003043
BS1 2AS,51.457111,-2.594847,E02003043
BS1 2AT,51.454533,-2.592912,E02003043
BS1 2AU,51.457111,-2.594847,E02003043
BS1 2AW,51.454239,-2.592476,E02003043
BS1 2AX,51.457999,-2.59382,E02003043
BS1 2AZ,51.454801,-2.592989,E02003043
BS1 2BA,51.456974,-2.593564,E02003043
BS1 2BB,51.455045,-2.59299,E02003043
BS1 2BD,51.455574,-2.59163,E02003043
BS1 2BE,51.456965,-2.593564,E02003043
BS1 2BF,51.456974,-2.593564,E02003043
BS1 2BG,51.456974,-2.593564,E02003043
BS1 2BJ,51.456511,-2.594349,E02003043
BS1 2BL,51.455989,-2.592673,E02003043
BS1 2BN,51.456387,-2.594089,E02003043
BS1 2BQ,51.455682,-2.59123,E02003043
BS1 2DD,51.455845,-2.590973,E02003043
BS1 2DF,51.456186,-2.591193,E02003043
BS1 2DJ,51.456652,-2.591372,E02003043
BS1 2DL,51.457352,-2.591955,E02003043
BS1 2DP,51.456601,-2.590939,E02003043
BS1 2DS,51.456761,-2.591458,E02003043
BS1 2DU,51.457592,-2.592291,E02003043
BS1 2EH,51.455338,-2.593384,E02003043
BS1 2EJ,51.45517,-2.59315,E02003043
BS1 2EL,51.45534,-2.593383,E02003043
BS1 2EP,51.45558,-2.593962,E02003043
BS1 2EQ,51.455809,-2.594571,E02003043
BS1 2ER,51.455714,-2.594136,E02003043
BS1 2EU,51.455831,-2.593994,E02003043
BS1 2EY,51.45596,-2.593434,E02003043
BS1 2EZ,51.455888,-2.594931,E02003043
BS1 2HF,51.455538,-2.595112,E02003043
BS1 2HG,51.455602,-2.59484,E02003043
BS1 2HL,51.455247,-2.594,E02003043
BS1 2HP,51.455574,-2.59163,E02003043
BS1 2HR,51.455921,-2.59398,E02003043
BS1 2HS,51.456186,-2.594705,E02003043
BS1 2HT,51.456235,-2.593842,E02003043
BS1 2HW,51.455114,-2.593682,E02003043
BS1 2JL,51.45558,-2.595417,E02003043
BS1 2JT,51.456519,-2.594866,E02003043
BS1 2JY,51.456677,-2.592162,E02003043
BS1 2LA,51.456467,-2.592836,E02003043
BS1 2LE,51.456631,-2.592392,E02003043
BS1 2LJ,51.457785,-2.593128,E02003043
BS1 2LU,51.458423,-2.593567,E02003043
BS1 2LX,51.458436,-2.594546,E02003043
BS1 2LY,51.458613,-2.595196,E02003043
BS1 2LZ,51.455989,-2.592673,E02003043
BS1 2NB,51.455991,-2.592672,E02003043
BS1 2NH,51.456448,-2.596434,E02003043
BS1 2NJ,51.457485,-2.595658,E02003043
BS1 2NN,51.457338,-2.596217,E02003043
BS1 2NR,51.457485,-2.595658,E02003043
BS1 2NT,51.457867,-2.594813,E02003043
BS1 2NU,51.456736,-2.59651,E02003043
BS1 2NZ,51.457961,-2.595664,E02003043
BS1 2PH,51.455325,-2.59242,E02003043
BS1 2PY,51.456771,-2.594511,E02003043
BS1 2PZ,51.45662,-2.594479,E02003043
BS1 2QD,51.457102,-2.593134,E02003043
BS1 3AD,51.455968,-2.584784,E02003043
BS1 3AE,51.456218,-2.583334,E02006887
BS1 3AF,51.456739,-2.585111,E02003043
BS1 3AG,51.457042,-2.585418,E02003036
BS1 3AU,51.457818,-2.586709,E02003036
BS1 3BA,51.45828,-2.585895,E02003036
BS1 3BB,51.458237,-2.591247,E02003036
BS1 3BD,51.458512,-2.584559,E02006887
BS1 3BE,51.45801,-2.58625,E02003036
BS1 3BF,51.458892,-2.585874,E02006887
BS1 3BH,51.458141,-2.585273,E02006887
BS1 3BL,51.455916,-2.591204,E02003043
BS1 3BN,51.455924,-2.591764,E02003043
BS1 3BQ,51.458235,-2.586081,E02003036
BS1 3BU,51.457725,-2.587327,E02003043
BS1 3BX,51.458512,-2.584559,E02006887
BS1 3BZ,51.456925,-2.587144,E02003036
BS1 3DA,51.459132,-2.58494,E02006887
BS1 3DB,51.456306,-2.592632,E02003043
BS1 3DD,51.45647,-2.592102,E02003043
BS1 3DF,51.457311,-2.58768,E02003043
BS1 3DG,51.460344,-2.592541,E02003036
BS1 3DH,51.457156,-2.586239,E02003036
BS1 3DJ,51.456965,-2.586783,E02003036
BS1 3DN,51.457092,-2.591793,E02003043
BS1 3DQ,51.456965,-2.586783,E02003036
BS1 3DR,51.457557,-2.590347,E02003036
BS1 3DT,51.457026,-2.590612,E02003043
BS1 3DU,51.456965,-2.586639,E02003036
BS1 3DW,51.457375,-2.590934,E02003036
BS1 3DX,51.457182,-2.590053,E02003043
BS1 3DY,51.457263,-2.588197,E02003043
BS1 3DZ,51.457708,-2.587426,E02003043
BS1 3EA,51.457392,-2.58948,E02003043
BS1 3ED,51.457741,-2.589715,E02003036
BS1 3EE,51.458054,-2.58972,E02003036
BS1 3EF,51.457521,-2.586934,E02003043
BS1 3EG,51.457514,-2.586632,E02003036
BS1 3EH,51.457196,-2.588974,E02003043
BS1 3EL,51.458418,-2.589321,E02003036
BS1 3EN,51.458175,-2.583619,E02006887
BS1 3EP,51.457413,-2.588633,E02003043
BS1 3EQ,51.459419,-2.592169,E02003036
BS1 3ER,51.459419,-2.592169,E02003036
BS1 3ES,51.459419,-2.592169,E02003036
BS1 3EU,51.45774,-2.588261,E02003043
BS1 3EW,51.459419,-2.592169,E02003036
BS1 3EX,51.457008,-2.585344,E02003036
BS1 3FB,51.460716,-2.591453,E02003036
BS1 3FD,51.464055,-2.589208,E02003034
BS1 3FE,51.463954,-2.58948,E02003034
BS1 3FF,51.463774,-2.589535,E02003034
BS1 3FG,51.463623,-2.589216,E02003034
BS1 3FH,51.46375,-2.588916,E02003034
BS1 3FJ,51.459074,-2.594426,E02003043
BS1 3HA,51.458188,-2.588254,E02003036
BS1 3HB,51.457979,-2.588698,E02003036
BS1 3HE,51.458314,-2.58827,E02003036
BS1 3HF,51.457906,-2.587241,E02003036
BS1 3HH,51.458335,-2.587493,E02003036
BS1 3HT,51.457757,-2.591545,E02003036
BS1 3HY,51.457561,-2.591355,E02003036
BS1 3JA,51.4579,-2.590408,E02003036
BS1 3JD,51.457847,-2.590177,E02003036
BS1 3JE,51.458315,-2.589953,E02003036
BS1 3JL,51.458509,-2.590504,E02003036
BS1 3JP,51.458952,-2.588637,E02003036
BS1 3JQ,51.458626,-2.588992,E02003036
BS1 3JR,51.458975,-2.587615,E02003036
BS1 3JS,51.458674,-2.588302,E02003036
BS1 3JX,51.458581,-2.58712,E02003036
BS1 3LE,51.459856,-2.589397,E02003034
BS1 3LG,51.459798,-2.586418,E02003034
BS1 3LH,51.458904,-2.592481,E02003036
BS1 3LL,51.460066,-2.59045,E02003034
BS1 3LN,51.459448,-2.591824,E02003036
BS1 3LQ,51.459689,-2.588675,E02003034
BS1 3LR,51.458936,-2.591717,E02003036
BS1 3LT,51.458895,-2.590724,E02003036
BS1 3LU,51.459109,-2.589574,E02003036
BS1 3LX,51.459094,-2.588811,E02003036
BS1 3LY,51.460066,-2.59045,E02003034
BS1 3LZ,51.459081,-2.58789,E02003036
BS1 3NG,51.460607,-2.591653,E02003036
BS1 3NH,51.460455,-2.591823,E02003036
BS1 3NN,51.460696,-2.592157,E02003036
BS1 3NU,51.459478,-2.593019,E02003036
BS1 3NW,51.459952,-2.593543,E02003036
BS1 3NX,51.459988,-2.591687,E02003036
BS1 3NY,51.459571,-2.5941,E02003043
BS1 3NZ,51.458687,-2.593009,E02003036
BS1 3PG,51.456898,-2.583889,E02006887
BS1 3PH,51.45741,-2.584126,E02006887
BS1 3PJ,51.457239,-2.584081,E02006887
BS1 3PL,51.461016,-2.591225,E02003036
BS1 3PQ,51.456898,-2.583889,E02006887
BS1 3PR,51.461019,-2.590549,E02003034
BS1 3PU,51.459799,-2.586416,E02003034
BS1 3PY,51.461556,-2.591103,E02003036
BS1 3QD,51.461668,-2.59024,E02003034
BS1 3QP,51.462232,-2.590451,E02003036
BS1 3QU,51.46237,-2.589862,E02003034
BS1 3QY,51.462831,-2.589651,E02003034
BS1 3RB,51.46295,-2.590647,E02003036
BS1 3RD,51.463188,-2.590087,E02003036
BS1 3RJ,51.463396,-2.589602,E02003034
BS1 3RR,51.463629,-2.590079,E02003036
BS1 3RU,51.464126,-2.58948,E02003034
BS1 3RW,51.463755,-2.590066,E02003036
BS1 3RZ,51.464178,-2.589956,E02003036
BS1 3SB,51.463933,-2.590199,E02003036
BS1 3SF,51.463626,-2.590354,E02003036
BS1 3SG,51.46421,-2.590691,E02003036
BS1 3SQ,51.464305,-2.591513,E02003036
BS1 3TB,51.460662,-2.591496,E02003036
BS1 3XA,51.457029,-2.589851,E02003043
BS1 3XB,51.456824,-2.589804,E02003043
BS1 3XD,51.456776,-2.589963,E02003043
BS1 3XE,51.456751,-2.58986,E02003043
BS1 4AA,51.453005,-2.596002,E02003043
BS1 4AG,51.450513,-2.592989,E02003043
BS1 4AJ,51.450325,-2.592987,E02003043
BS1 4AN,51.449857,-2.592995,E02003043
BS1 4AP,51.449775,-2.593138,E02003043
BS1 4AQ,51.452753,-2.596056,E02003043
BS1 4AR,51.452783,-2.595782,E02003043
BS1 4AU,51.452796,-2.596818,E02003043
BS1 4AW,51.452231,-2.596566,E02003043
BS1 4AX,51.452825,-2.59643,E02003043
BS1 4AY,51.45217,-2.596133,E02003043
BS1 4AZ,51.452755,-2.595682,E02003043
BS1 4BA,51.451258,-2.596812,E02003043
BS1 4BB,51.449896,-2.597271,E02003043
BS1 4BE,51.451479,-2.595565,E02003043
BS1 4BH,51.452615,-2.595261,E02003043
BS1 4BQ,51.453046,-2.595411,E02003043
BS1 4BS,51.452928,-2.595625,E02003043
BS1 4BY,51.452535,-2.596771,E02003043
BS1 4DA,51.453083,-2.596851,E02003043
BS1 4DH,51.452266,-2.596653,E02003043
BS1 4DJ,51.451733,-2.596863,E02003043
BS1 4DT,51.451732,-2.595581,E02003043
BS1 4DZ,51.451887,-2.594836,E02003043
BS1 4ED,51.452206,-2.594263,E02003043
BS1 4EF,51.451665,-2.59463,E02003043
BS1 4EP,51.452083,-2.593859,E02003043
BS1 4EQ,51.451859,-2.593697,E02003043
BS1 4ER,51.451914,-2.593153,E02003043
BS1 4ES,51.452481,-2.59323,E02003043
BS1 4EX,51.452891,-2.593655,E02003043
BS1 4GB,51.44982,-2.596464,E02003043
BS1 4HJ,51.452362,-2.593661,E02003043
BS1 4HL,51.451259,-2.593157,E02003043
BS1 4HQ,51.451448,-2.593073,E02003043
BS1 4HU,51.449521,-2.597092,E02003043
BS1 4HW,51.45164,-2.593883,E02003043
BS1 4HX,51.451733,-2.593566,E02003043
BS1 4JA,51.451258,-2.592943,E02003043
BS1 4JE,51.451265,-2.593762,E02003043
BS1 4JP,51.451479,-2.595565,E02003043
BS1 4JQ,51.451308,-2.594165,E02003043
BS1 4JZ,51.451054,-2.595934,E02003043
BS1 4LF,51.450811,-2.595974,E02003043
BS1 4LH,51.450462,-2.596097,E02003043
BS1 4LJ,51.4503,-2.596124,E02003043
BS1 4LU,51.449604,-2.594562,E02003043
BS1 4LW,51.450217,-2.596153,E02003043
BS1 4LY,51.450093,-2.596164,E02003043
BS1 4ND,51.449619,-2.593855,E02003043
BS1 4NH,51.450126,-2.593229,E02003043
BS1 4NT,51.450809,-2.593209,E02003043
BS1 4PB,51.451946,-2.595929,E02003043
BS1 4PH,51.450739,-2.596273,E02003043
BS1 4PR,51.450686,-2.596114,E02003043
BS1 4PS,51.450451,-2.596341,E02003043
BS1 4QA,51.449896,-2.597271,E02003043
BS1 4QD,51.449753,-2.597097,E02003043
BS1 4QF,51.45052,-2.59699,E02003043
BS1 4QH,51.449623,-2.596561,E02003043
BS1 4QP,51.449772,-2.595483,E02003043
BS1 4QS,51.449738,-2.595123,E02003043
BS1 4QY,51.449584,-2.595051,E02003043
BS1 4QZ,51.44942,-2.593624,E02003043
BS1 4RB,51.449023,-2.593993,E02003043
BS1 4RE,51.44742,-2.596489,E02003043
BS1 4RG,51.447596,-2.595498,E02003043
BS1 4RH,51.447231,-2.596558,E02003043
BS1 4RJ,51.447852,-2.594681,E02003043
BS1 4RL,51.448171,-2.595635,E02003043
BS1 4RN,51.447161,-2.59981,E02003043
BS1 4RR,51.452175,-2.592926,E02003043
BS1 4RW,51.447933,-2.596568,E02003043
BS1 4SB,51.451271,-2.592538,E02003043
BS1 4SL,51.450444,-2.592513,E02003043
BS1 4SP,51.450362,-2.592313,E02003043
BS1 4SR,51.454417,-2.596235,E02003043
BS1 4SS,51.453483,-2.592481,E02003043
BS1 4ST,51.454099,-2.596621,E02003043
BS1 4TB,51.455841,-2.595721,E02003043
BS1 4TD,51.45556,-2.595776,E02003043
BS1 4TN,51.455701,-2.596554,E02003043
BS1 4TR,51.455889,-2.596472,E02003043
BS1 4TT,51.455501,-2.596668,E02003043
BS1 4TY,51.45392,-2.596674,E02003043
BS1 4TZ,51.45392,-2.596674,E02003043
BS1 4UA,51.45523,-2.596967,E02003043
BS1 4UB,51.454454,-2.597475,E02003043
BS1 4UD,51.454057,-2.598173,E02003043
BS1 4UL,51.453571,-2.598195,E02003043
BS1 4UR,51.453517,-2.598195,E02003043
BS1 4UT,51.453112,-2.598261,E02003043
BS1 4UX,51.454706,-2.597536,E02003043
BS1 4UZ,51.453049,-2.598261,E02003043
BS1 4XE,51.454563,-2.597561,E02003043
BS1 4XG,51.452778,-2.598216,E02003043
BS1 4XJ,51.452608,-2.598399,E02003043
BS1 4XP,51.453994,-2.598129,E02003043
BS1 5AA,51.454101,-2.598361,E02003043
BS1 5AD,51.450066,-2.604913,E02003043
BS1 5AE,51.455417,-2.59743,E02003043
BS1 5AF,51.451917,-2.603398,E02003043
BS1 5AH,51.451801,-2.602866,E02003043
BS1 5AJ,51.454313,-2.599025,E02003043
BS1 5AL,51.455418,-2.604538,E02003043
BS1 5AN,51.455279,-2.598232,E02003043
BS1 5AP,51.455444,-2.597745,E02003043
BS1 5AQ,51.454563,-2.597561,E02003043
BS1 5AR,51.454785,-2.598254,E02003043
BS1 5AS,51.451617,-2.603941,E02003043
BS1 5AT,51.449831,-2.606423,E02003043
BS1 5AU,51.450115,-2.605921,E02003043
BS1 5AW,51.448131,-2.601779,E02003043
BS1 5AX,51.455911,-2.597737,E02003043
BS1 5AY,51.455994,-2.597106,E02003043
BS1 5AZ,51.456399,-2.597398,E02003043
BS1 5BA,51.456433,-2.597686,E02003043
BS1 5BB,51.456741,-2.597215,E02003043
BS1 5BD,51.457031,-2.596729,E02003043
BS1 5BE,51.451617,-2.603941,E02003043
BS1 5BF,51.450115,-2.604022,E02003043
BS1 5BG,51.456746,-2.597949,E02003043
BS1 5BJ,51.455626,-2.598999,E02003043
BS1 5BL,51.450124,-2.604022,E02003043
BS1 5BN,51.455889,-2.598271,E02003043
BS1 5BQ,51.456401,-2.598349,E02003043
BS1 5BS,51.456159,-2.596819,E02003043
BS1 5BT,51.456152,-2.596416,E02003043
BS1 5BU,51.455589,-2.597115,E02003043
BS1 5BW,51.450124,-2.604022,E02003043
BS1 5BY,51.454433,-2.599964,E02003043
BS1 5BZ,51.452841,-2.5999,E02003043
BS1 5DB,51.450448,-2.600486,E02003043
BS1 5DD,51.451819,-2.599784,E02003043
BS1 5DE,51.453514,-2.598742,E02003043
BS1 5DG,51.452723,-2.59876,E02003043
BS1 5DH,51.453044,-2.599325,E02003043
BS1 5DN,51.450205,-2.607191,E02003043
BS1 5DP,51.453685,-2.598357,E02003043
BS1 5DQ,51.452812,-2.598605,E02003043
BS1 5DS,51.453686,-2.598343,E02003043
BS1 5DT,51.453836,-2.599221,E02003043
BS1 5DX,51.454177,-2.599311,E02003043
BS1 5DY,51.45323,-2.599788,E02003043
BS1 5DZ,51.450208,-2.606615,E02003043
BS1 5EE,51.453475,-2.59936,E02003043
BS1 5EH,51.453861,-2.599266,E02003043
BS1 5EJ,51.452832,-2.598274,E02003043
BS1 5EL,51.449911,-2.606697,E02003043
BS1 5EP,51.449663,-2.598966,E02003043
BS1 5ER,51.455175,-2.602536,E02003043
BS1 5HD,51.453794,-2.600357,E02003043
BS1 5HH,51.453282,-2.600192,E02003043
BS1 5HL,51.45031,-2.602815,E02003043
BS1 5HR,51.453661,-2.601379,E02003043
BS1 5HS,51.453312,-2.600971,E02003043
BS1 5HX,51.453536,-2.601219,E02003043
BS1 5JA,51.453931,-2.601625,E02003043
BS1 5JE,51.448129,-2.601781,E02003043
BS1 5JG,51.454215,-2.602034,E02003043
BS1 5JN,51.454787,-2.602747,E02003043
BS1 5JP,51.449002,-2.603805,E02003043
BS1 5JQ,51.449531,-2.603971,E02003043
BS1 5JR,51.449355,-2.605033,E02003043
BS1 5JS,51.449015,-2.604583,E02003043
BS1 5JU,51.455263,-2.603168,E02003043
BS1 5JW,51.450013,-2.602984,E02003043
BS1 5JX,51.455207,-2.603285,E02003043
BS1 5JY,51.45503,-2.603021,E02003043
BS1 5JZ,51.450002,-2.603358,E02003043
BS1 5LA,51.455503,-2.603704,E02003043
BS1 5LD,51.454299,-2.601803,E02003043
BS1 5LE,51.455593,-2.603691,E02003043
BS1 5LF,51.448907,-2.602926,E02003043
BS1 5LG,51.455412,-2.598579,E02003043
BS1 5LH,51.455284,-2.602564,E02003043
BS1 5LJ,51.455294,-2.600679,E02003043
BS1 5LL,51.448621,-2.60085,E02003043
BS1 5LN,51.449571,-2.60318,E02003043
BS1 5LP,51.455712,-2.599807,E02003043
BS1 5LQ,51.455332,-2.603473,E02003043
BS1 5LR,51.455106,-2.598734,E02003043
BS1 5LS,51.455147,-2.60131,E02003043
BS1 5LU,51.454847,-2.601925,E02003043
BS1 5LW,51.449484,-2.602661,E02003043
BS1 5LX,51.454695,-2.601693,E02003043
BS1 5LZ,51.453956,-2.599987,E02003043
BS1 5NA,51.454294,-2.600939,E02003043
BS1 5NF,51.453265,-2.601717,E02003043
BS1 5NH,51.453811,-2.602315,E02003043
BS1 5NL,51.454043,-2.602548,E02003043
BS1 5NT,51.454426,-2.602972,E02003043
BS1 5NU,51.454678,-2.603333,E02003043
BS1 5PB,51.454937,-2.603668,E02003043
BS1 5PE,51.45288,-2.602865,E02003043
BS1 5PF,51.455231,-2.604075,E02003043
BS1 5PJ,51.455356,-2.604335,E02003043
BS1 5PL,51.455311,-2.604248,E02003043
BS1 5PP,51.454968,-2.604246,E02003043
BS1 5PU,51.453998,-2.602648,E02003043
BS1 5PX,51.454779,-2.604601,E02003043
BS1 5PY,51.454523,-2.605046,E02003043
BS1 5PZ,51.454139,-2.604895,E02003043
BS1 5QB,51.453826,-2.604661,E02003043
BS1 5QD,51.452834,-2.605137,E02003043
BS1 5QH,51.451339,-2.603879,E02003043
BS1 5QJ,51.451083,-2.604682,E02003043
BS1 5QL,51.451032,-2.604149,E02003043
BS1 5QP,51.450963,-2.60363,E02003043
BS1 5QR,51.451027,-2.603429,E02003043
BS1 5QT,51.453359,-2.604153,E02003043
BS1 5RH,51.453954,-2.604159,E02003043
BS1 5RR,51.45386,-2.603279,E02003043
BS1 5RW,51.453744,-2.602776,E02003043
BS1 5SA,51.452629,-2.599507,E02003043
BS1 5SH,51.452488,-2.598658,E02003043
BS1 5SP,51.452698,-2.599711,E02003043
BS1 5SW,51.449853,-2.603934,E02003043
BS1 5SX,51.449853,-2.603948,E02003043
BS1 5SY,51.449754,-2.605645,E02003043
BS1 5SZ,51.450016,-2.602094,E02003043
BS1 5TA,51.451983,-2.599326,E02003043
BS1 5TB,51.453036,-2.600522,E02003043
BS1 5TE,51.451971,-2.599815,E02003043
BS1 5TF,51.451998,-2.599616,E02003043
BS1 5TJ,51.451643,-2.600631,E02003043
BS1 5TL,51.451472,-2.602413,E02003043
BS1 5TP,51.450857,-2.603225,E02003043
BS1 5TR,51.452605,-2.60207,E02003043
BS1 5TS,51.451211,-2.600784,E02003043
BS1 5TT,51.450874,-2.602925,E02003043
BS1 5TU,51.450814,-2.606376,E02003043
BS1 5TX,51.451771,-2.59813,E02003043
BS1 5TY,51.449651,-2.601355,E02003043
BS1 5UA,51.450934,-2.60573,E02003043
BS1 5UD,51.450728,-2.603857,E02003043
BS1 5UE,51.450314,-2.601738,E02003043
BS1 5UG,51.451433,-2.604816,E02003043
BS1 5UH,51.450853,-2.598377,E02003043
BS1 5UJ,51.45074,-2.606663,E02003043
BS1 5UL,51.453206,-2.602352,E02003043
BS1 5UP,51.451138,-2.606222,E02003043
BS1 5UR,51.451116,-2.604972,E02003043
BS1 5US,51.451195,-2.605648,E02003043
BS1 5UT,51.451421,-2.605377,E02003043
BS1 5UU,51.452356,-2.603749,E02003043
BS1 5UW,51.450936,-2.607126,E02003043
BS1 5UX,51.453264,-2.601719,E02003043
BS1 5XH,51.452541,-2.604399,E02003043
BS1 5XJ,51.451609,-2.605552,E02003043
BS1 5XL,51.452389,-2.604267,E02003043
BS1 6AA,51.452697,-2.589707,E02006887
BS1 6AD,51.451965,-2.588232,E02006887
BS1 6AF,51.448139,-2.608473,E02003043
BS1 6AG,51.449555,-2.586632,E02006887
BS1 6AH,51.451646,-2.58778,E02006887
BS1 6AJ,51.453208,-2.587989,E02006887
BS1 6AL,51.449638,-2.589756,E02006887
BS1 6AN,51.448139,-2.608473,E02003043
BS1 6AS,51.447098,-2.608171,E02003043
BS1 6AY,51.451252,-2.5873,E02006887
BS1 6AZ,51.451251,-2.587302,E02006887
BS1 6BA,51.453765,-2.590124,E02006887
BS1 6BF,51.451668,-2.58506,E02006887
BS1 6BG,51.450855,-2.587611,E02006887
BS1 6BH,51.449597,-2.587151,E02006887
BS1 6BN,51.453198,-2.589816,E02006887
BS1 6BP,51.453763,-2.590126,E02006887
BS1 6BU,51.450635,-2.588157,E02006887
BS1 6BX,51.453467,-2.588265,E02006887
BS1 6BY,51.452561,-2.588079,E02006887
BS1 6DD,51.447216,-2.585377,E02006887
BS1 6DE,51.451892,-2.58715,E02006887
BS1 6DG,51.45073,-2.582112,E02006887
BS1 6DP,51.451416,-2.586899,E02006887
BS1 6DQ,51.450855,-2.587611,E02006887
BS1 6DR,51.451551,-2.587001,E02006887
BS1 6DT,51.453519,-2.590653,E02006887
BS1 6DX,51.45159,-2.582785,E02006887
BS1 6DZ,51.452131,-2.583859,E02006887
BS1 6EA,51.450286,-2.582425,E02006887
BS1 6EE,51.447062,-2.622256,E02003043
BS1 6EG,51.45119,-2.583687,E02006887
BS1 6EH,51.450202,-2.583286,E02006887
BS1 6EL,51.450202,-2.583286,E02006887
BS1 6EN,51.452462,-2.587878,E02006887
BS1 6ER,51.450782,-2.584344,E02006887
BS1 6EU,51.452829,-2.586429,E02006887
BS1 6EW,51.450233,-2.584079,E02006887
BS1 6EZ,51.452286,-2.585601,E02006887
BS1 6FB,51.448406,-2.584774,E02006887
BS1 6FD,51.44832,-2.585708,E02006887
BS1 6FE,51.447938,-2.58661,E02006887
BS1 6FF,51.447627,-2.585944,E02006887
BS1 6FH,51.446599,-2.584564,E02006887
BS1 6FJ,51.44782,-2.585097,E02006887
BS1 6FL,51.453254,-2.586289,E02006887
BS1 6FR,51.451827,-2.587179,E02006887
BS1 6FS,51.453646,-2.587,E02006887
BS1 6FU,51.446973,-2.593967,E02003043
BS1 6GD,51.450782,-2.584344,E02006887
BS1 6GE,51.44991,-2.587772,E02006887
BS1 6GJ,51.451826,-2.591222,E02006887
BS1 6GL,51.448676,-2.607643,E02003043
BS1 6GN,51.448718,-2.608263,E02003043
BS1 6GP,51.448796,-2.608767,E02003043
BS1 6GQ,51.448773,-2.607947,E02003043
BS1 6GR,51.452423,-2.59051,E02006887
BS1 6GS,51.448843,-2.608408,E02003043
BS1 6GW,51.44744,-2.602909,E02003043
BS1 6HA,51.450861,-2.582891,E02006887
BS1 6HG,51.450822,-2.585193,E02006887
BS1 6HH,51.450737,-2.591452,E02006887
BS1 6HJ,51.450998,-2.591441,E02006887
BS1 6HL,51.453637,-2.590497,E02006887
BS1 6HN,51.451321,-2.59146,E02006887
BS1 6HP,51.451126,-2.590954,E02006887
BS1 6HT,51.449556,-2.586631,E02006887
BS1 6HU,51.45178,-2.591208,E02006887
BS1 6HW,51.451218,-2.590638,E02006887
BS1 6HX,51.450309,-2.59077,E02006887
BS1 6HY,51.450818,-2.586057,E02006887
BS1 6HZ,51.450434,-2.585562,E02006887
BS1 6JG,51.452081,-2.59019,E02006887
BS1 6JJ,51.452194,-2.589514,E02006887
BS1 6JL,51.447375,-2.603525,E02003043
BS1 6JN,51.447481,-2.604073,E02003043
BS1 6JP,51.447913,-2.605633,E02003043
BS1 6JQ,51.454126,-2.589468,E02006887
